,tconst,averageRating,numVotes
389886,tt0808417,8.0,96018
408817,tt0862856,6.7,95992
962477,tt3544112,7.9,95952
88782,tt0119229,7.3,95941
899415,tt2592614,5.5,95912
1228285,tt8580274,6.5,95867
513802,tt11291274,7.0,95839
61404,tt0086541,7.2,95742
561114,tt1226273,6.6,95681
1007683,tt4270492,8.4,95677
1220705,tt8385148,6.1,95643
1209778,tt8108198,8.2,95381
57874,tt0082406,7.2,95368
107899,tt0155267,6.8,95308
253958,tt0479997,5.4,95307
73762,tt0100935,7.2,95277
805057,tt1985949,6.3,95265
87484,tt0117666,8.0,95165
88146,tt0118480,8.4,95138
1210780,tt8134470,7.4,95043
402823,tt0844708,6.5,94988
488475,tt1083452,7.3,94979
512376,tt1126590,7.0,94928
462724,tt1034314,5.9,94900
984955,tt3882082,6.0,94859
988212,tt3949660,5.9,94805
1229349,tt8613070,8.1,94803
208588,tt0371606,5.7,94797
841987,tt2172934,6.2,94735
711474,tt1568921,7.6,94686
15324,tt0032551,8.1,94680
49346,tt0072500,8.8,94646
107608,tt0154506,7.5,94602
90075,tt0120780,7.0,94545
486273,tt1078588,7.3,94525
153184,tt0250258,7.7,94499
79669,tt0108037,7.8,94474
202153,tt0357277,4.7,94424
74476,tt0101761,7.2,94406
224404,tt0406816,6.9,94379
776174,tt1831164,9.1,94367
57953,tt0082495,6.5,94358
1008652,tt4287320,5.3,94340
563067,tt1230414,6.5,94261
879659,tt2382009,6.6,94044
42564,tt0064757,6.8,93886
240954,tt0446755,7.4,93798
170607,tt0285531,5.5,93786
672175,tt1470827,6.4,93781
550993,tt1204342,7.1,93726
61105,tt0086200,6.8,93704
783139,tt1860242,6.9,93674
980635,tt3811906,6.2,93648
76265,tt0103919,6.7,93634
197507,tt0345950,7.1,93627
791614,tt1911658,6.6,93614
554960,tt1212419,6.5,93586
400262,tt0837563,5.7,93562
440126,tt0981227,6.6,93452
591240,tt1293847,5.2,93427
213808,tt0383028,7.5,93276
164707,tt0274812,6.9,93266
554968,tt1212428,6.6,93253
161408,tt0267804,5.9,93227
1066960,tt5296406,7.5,93161
225260,tt0408839,5.8,93158
536113,tt11743610,7.9,93066
261464,tt0499556,6.2,93028
946826,tt3316948,6.1,93018
499158,tt1103153,5.4,93011
204856,tt0363589,7.1,92998
46526,tt0069293,8.0,92986
697504,tt1532503,7.2,92967
204361,tt0362478,5.6,92951
1126672,tt6292852,6.7,92949
5113,tt0017925,8.1,92914
874563,tt2357291,6.3,92872
96301,tt0132477,7.8,92869
247752,tt0464154,5.5,92857
88525,tt0118928,6.0,92845
78946,tt0107144,6.6,92766
113019,tt0165798,7.5,92680
106072,tt0151738,6.0,92642
170246,tt0284837,6.2,92640
735449,tt1648179,6.4,92634
455242,tt1020072,7.5,92560
874823,tt2358891,7.7,92490
65506,tt0091326,6.1,92445
28486,tt0048545,7.6,92403
1054875,tt5114356,8.2,92346
906657,tt2679042,5.7,92341
640966,tt1399664,8.0,92249
555490,tt1213644,1.9,92230
861373,tt2274648,5.2,92221
206498,tt0367110,8.2,92193
239719,tt0443701,5.9,92181
658642,tt1440292,7.3,92174
999674,tt4139588,6.3,92104
386977,tt0799934,6.4,92033
113661,tt0166896,8.0,92004
250633,tt0472181,5.4,91967
85871,tt0115685,7.2,91967
46881,tt0069704,7.4,91955
1012723,tt4364194,7.6,91952
71508,tt0098258,7.3,91950
530936,tt1164999,7.4,91942
260972,tt0498353,5.5,91894
1216047,tt8267604,8.4,91892
1127678,tt6315640,8.2,91858
604804,tt1322269,7.2,91856
55752,tt0079945,6.4,91850
76880,tt0104652,7.7,91835
393195,tt0817177,7.7,91818
205141,tt0364045,6.2,91799
183302,tt0311289,7.0,91786
243192,tt0452625,5.6,91672
154053,tt0252076,5.3,91637
144514,tt0230838,6.7,91557
77733,tt0105698,6.1,91501
153445,tt0250797,6.7,91481
490859,tt10886166,3.3,91454
64633,tt0090305,6.6,91386
69103,tt0095489,7.4,91374
29216,tt0049406,8.0,91267
577607,tt1263670,7.2,91238
89997,tt0120679,7.3,91226
394684,tt0821640,5.8,91208
190675,tt0327437,5.8,91203
204297,tt0362359,7.5,91092
88704,tt0119137,5.3,91088
29487,tt0049730,7.9,91039
28382,tt0048424,8.0,91017
915144,tt2823054,6.0,90901
72460,tt0099371,6.1,90876
1247205,tt9071322,7.6,90870
170721,tt0285742,7.1,90773
191036,tt0328538,6.8,90732
1185193,tt7550000,6.0,90731
86433,tt0116365,7.1,90659
207087,tt0368226,3.6,90607
472402,tt1051904,6.3,90570
251684,tt0475293,5.5,90487
1229762,tt8629748,6.2,90485
709913,tt1564585,4.5,90462
648484,tt14164730,8.1,90389
700920,tt1540133,7.3,90382
668388,tt1462059,7.1,90337
961651,tt3530232,8.9,90256
66561,tt0092563,7.2,90244
85077,tt0114694,7.1,90234
1094500,tt5775846,9.7,90157
261001,tt0498399,6.8,90144
79498,tt0107822,7.5,90108
1208018,tt8064302,8.0,90026
984010,tt3863552,8.1,89989
590640,tt1292566,6.1,89966
1049646,tt5028340,6.7,89953
953371,tt3416532,7.4,89731
1202758,tt7939766,6.6,89730
1089624,tt5691552,8.0,89724
79475,tt0107798,6.6,89715
960452,tt3513548,7.5,89693
414653,tt0882977,6.4,89610
697616,tt15327088,8.4,89561
562774,tt1229822,7.3,89525
201820,tt0356470,5.9,89512
112289,tt0164334,6.4,89495
167903,tt0280707,7.2,89447
558674,tt1220617,8.4,89392
1257051,tt9319668,7.4,89387
162391,tt0270288,7.0,89365
77726,tt0105690,6.5,89347
462732,tt1034331,6.0,89338
423105,tt0914863,7.0,89335
918119,tt2879552,8.1,89212
245199,tt0457510,5.8,89171
819327,tt2071645,7.4,89107
66961,tt0093010,6.9,89081
1198264,tt7838252,8.2,89073
223840,tt0405325,6.3,89050
105114,tt0150377,6.5,89039
591450,tt1294226,6.0,89031
151057,tt0245674,5.6,89018
849836,tt2205697,7.2,89005
833787,tt2132285,5.6,88957
77822,tt0105812,6.8,88957
60988,tt0086066,7.0,88925
731882,tt1637706,6.4,88870
877139,tt2370248,7.9,88848
634869,tt1385867,5.5,88833
708668,tt1559547,6.1,88823
589370,tt1289406,7.2,88805
1113232,tt6077448,8.5,88800
783029,tt1859650,6.3,88778
926679,tt3007572,7.3,88775
1028501,tt4633690,7.3,88764
72647,tt0099582,6.5,88733
739519,tt1667353,5.6,88723
517389,tt1135985,6.5,88718
63446,tt0088939,7.7,88614
1155424,tt6878306,6.8,88613
385672,tt0795351,6.2,88603
382967,tt0787475,6.7,88590
457046,tt1023481,6.2,88570
201891,tt0356634,5.0,88556
107582,tt0154420,8.1,88532
249134,tt0468489,7.1,88462
213903,tt0383216,5.6,88352
857459,tt2249007,8.3,88347
479913,tt10665338,5.5,88325
246388,tt0460740,7.1,88211
592889,tt1297919,6.1,88145
242253,tt0450188,7.6,88132
98653,tt0137363,7.2,88114
153880,tt0251736,6.0,88112
73400,tt0100502,5.8,88094
810017,tt2013293,7.7,88063
432814,tt0952640,5.2,88062
69221,tt0095631,7.5,88059
883876,tt2403776,7.6,88051
743125,tt1683526,7.7,88034
665849,tt1456635,6.8,88012
737111,tt1655420,6.9,87937
972664,tt3691740,6.3,87924
765307,tt1781922,6.7,87868
1076254,tt5478478,7.2,87858
1263768,tt9544034,8.7,87854
789755,tt1898069,7.6,87805
252354,tt0476735,8.2,87730
686527,tt1506999,5.8,87646
1157480,tt6924650,6.7,87646
816996,tt2057392,7.3,87587
512380,tt1126591,6.4,87558
721304,tt1598822,5.6,87507
222676,tt0402399,6.7,87359
68573,tt0094889,5.9,87332
90081,tt0120787,6.6,87228
455457,tt1020530,6.7,87207
134234,tt0208003,5.2,87098
121038,tt0181536,7.3,87079
66086,tt0092007,7.3,87078
172827,tt0289848,5.9,87062
1203279,tt7949218,7.6,87055
66657,tt0092675,6.8,87046
897553,tt2568862,6.6,86998
74576,tt0101889,7.5,86998
65119,tt0090863,7.0,86960
20125,tt0038355,7.9,86914
961092,tt3522806,5.7,86827
8863,tt0024216,7.9,86815
1066830,tt5294550,6.8,86698
983224,tt3850214,7.2,86653
1016537,tt4430212,8.2,86553
74426,tt0101700,7.6,86538
213311,tt0382077,5.9,86414
401383,tt0840196,8.2,86370
1219910,tt8364368,6.1,86366
678429,tt1486192,6.4,86346
83027,tt0112130,8.8,86330
567843,tt1241317,4.6,86281
77988,tt0106004,8.2,86254
568194,tt1242432,6.2,86221
86773,tt0116778,6.9,86217
390880,tt0810913,3.3,86122
979853,tt3799232,5.9,86017
42955,tt0065214,7.9,85967
17727,tt0035423,6.4,85951
873128,tt2347569,7.4,85857
60369,tt0085333,6.7,85852
1233011,tt8714904,8.4,85694
1070381,tt5348176,8.4,85675
38497,tt0060028,8.4,85625
197591,tt0346156,6.1,85588
160048,tt0264616,7.2,85566
109431,tt0158552,7.1,85513
405121,tt0851578,7.7,85465
31880,tt0052520,9.1,85404
245200,tt0457513,6.6,85384
1227327,tt8550800,7.7,85372
965130,tt3581652,7.2,85354
172962,tt0290095,5.4,85354
405308,tt0852713,5.5,85348
90150,tt0120885,7.1,85340
1094389,tt5774060,5.8,85296
727812,tt1625346,6.3,85274
208409,tt0371246,6.4,85250
83860,tt0113161,6.9,85250
88671,tt0119099,7.0,85220
953630,tt3420504,6.9,85190
90085,tt0120791,6.2,85074
244519,tt0455967,5.7,85025
106859,tt0152930,7.0,85025
244732,tt0456554,6.9,84984
1181121,tt7456310,6.6,84969
516253,tt11337908,8.4,84935
151827,tt0247082,7.7,84898
249572,tt0469641,6.0,84852
1068609,tt5323662,8.1,84849
957473,tt3475734,7.9,84845
80817,tt0109424,8.0,84801
83230,tt0112401,6.3,84790
695705,tt1528071,6.4,84778
179990,tt0304415,6.5,84766
120912,tt0181316,6.3,84763
473444,tt10539608,5.6,84707
909245,tt2726560,7.0,84521
557983,tt1219342,6.9,84509
409366,tt0864761,6.9,84477
924971,tt2980648,7.3,84471
799916,tt1961175,6.2,84441
206481,tt0367089,7.3,84419
87597,tt0117802,7.2,84330
522728,tt11464826,7.6,84323
819111,tt2070791,6.6,84321
733210,tt1641349,6.7,84231
183938,tt0312528,4.0,84218
80060,tt0108525,6.2,84194
742284,tt1679335,6.4,84046
646941,tt1413492,6.5,84041
181518,tt0307479,6.2,83995
707258,tt1555149,8.0,83986
209963,tt0374546,8.0,83985
238243,tt0439815,6.5,83951
71081,tt0097778,5.9,83926
67495,tt0093629,6.6,83905
260480,tt0497116,7.4,83892
751068,tt1716772,6.7,83860
455473,tt1020558,6.3,83822
832254,tt2125435,7.2,83807
112888,tt0165581,7.4,83720
478322,tt10633456,7.4,83720
1141295,tt6566576,6.2,83671
401291,tt0839980,5.8,83643
65897,tt0091790,6.7,83497
83377,tt0112579,7.6,83480
1063400,tt5247022,7.3,83471
62034,tt0087277,6.6,83459
100883,tt0141926,6.6,83430
210088,tt0374887,8.1,83382
32710,tt0053472,7.7,83361
709251,tt1561755,8.2,83341
207471,tt0368933,5.8,83308
34058,tt0054997,8.0,83305
548425,tt1199099,7.9,83267
82362,tt0111280,6.6,83266
186401,tt0317648,6.7,83245
80670,tt0109254,5.5,83233
88737,tt0119173,6.0,83203
90110,tt0120832,6.1,83184
1098304,tt5834426,5.1,83169
75075,tt0102492,6.9,83162
749851,tt1711525,5.9,83114
821538,tt2082197,8.1,83098
146436,tt0235198,7.1,83084
47938,tt0070917,7.5,83082
112201,tt0164181,6.9,83064
24242,tt0043456,7.8,82913
1138655,tt6513120,7.1,82880
1271924,tt9815454,8.0,82863
625760,tt1365050,7.7,82823
1229700,tt8623904,6.5,82799
871317,tt2334649,7.5,82727
123780,tt0186566,6.5,82708
170915,tt0286112,7.3,82691
116918,tt0173840,6.4,82669
207787,tt0369702,8.0,82666
207926,tt0370032,4.3,82653
89584,tt0120179,3.9,82515
81157,tt0109813,5.0,82504
1229896,tt8633478,6.7,82504
134920,tt0209475,5.3,82497
904726,tt2654620,7.3,82442
65438,tt0091251,8.4,82428
938869,tt3203606,7.4,82419
231177,tt0423294,6.7,82406
1271047,tt9784798,7.4,82358
74147,tt0101393,6.7,82357
378030,tt0770703,6.0,82336
54002,tt0077928,7.5,82310
843049,tt2179116,7.1,82305
247356,tt0463034,5.6,82289
544580,tt1191111,7.2,82267
79485,tt0107808,7.5,82237
940391,tt3224458,7.2,82211
81367,tt0110074,7.2,82187
232996,tt0427229,5.6,82101
171094,tt0286486,8.7,82099
59661,tt0084503,8.0,82083
62787,tt0088170,6.6,82074
207250,tt0368530,7.8,82041
52901,tt0076666,6.8,82028
649405,tt1418377,5.1,82001
1019058,tt4468740,7.8,81998
1031195,tt4682266,5.3,81876
1139211,tt6524350,7.9,81823
1089471,tt5688932,6.9,81803
163318,tt0272020,6.9,81777
392507,tt0815245,6.3,81748
160375,tt0265349,6.4,81713
904326,tt2649554,6.6,81692
561374,tt1226837,7.3,81665
949042,tt3348730,5.7,81658
1166842,tt7134908,7.3,81654
1024560,tt4560436,6.1,81639
61874,tt0087078,5.9,81601
84928,tt0114508,5.8,81578
628489,tt1371150,6.6,81532
462794,tt1034415,6.7,81530
1160952,tt6998518,6.5,81513
215912,tt0387898,7.3,81500
86873,tt0116908,6.8,81473
411313,tt0871510,8.1,81407
64148,tt0089755,7.1,81369
721567,tt1600195,5.1,81365
810696,tt2017038,6.9,81356
887005,tt2436386,6.3,81307
565298,tt1235522,6.1,81294
540345,tt11823076,7.5,81262
214445,tt0384680,6.6,81249
474410,tt10554232,8.2,81209
242636,tt0451094,7.5,81183
688921,tt1512235,6.7,81171
378059,tt0770752,5.7,81166
90339,tt0121220,8.8,81072
576666,tt1261945,4.5,80959
894791,tt2531344,6.2,80937
741270,tt1674771,6.5,80913
670666,tt1467304,4.4,80890
229733,tt0419887,7.6,80886
1201316,tt7908628,8.6,80885
123045,tt0185183,2.5,80849
208416,tt0371257,6.7,80826
87206,tt0117333,6.4,80798
726144,tt1619029,6.7,80745
247662,tt0463998,7.6,80715
154755,tt0253754,6.4,80531
507250,tt1117385,7.4,80476
880860,tt2387559,6.3,80425
1232209,tt8695030,5.4,80409
1045977,tt4954522,7.0,80384
1251547,tt9170108,7.5,80341
248135,tt0465551,7.4,80314
753196,tt1726592,6.3,80297
1082821,tt5580146,7.7,80243
84154,tt0113540,7.0,80229
25303,tt0044741,8.3,80169
640683,tt13991232,8.8,80143
58817,tt0083511,6.9,80075
24082,tt0043265,7.7,80042
808123,tt2002718,5.6,80038
722908,tt1605717,6.9,80037
88749,tt0119190,5.5,80017
512395,tt1126618,6.5,79973
709597,tt1562872,8.2,79894
211301,tt0377818,5.1,79888
233079,tt0427392,5.9,79868
946479,tt3312830,7.3,79864
179705,tt0303816,5.6,79863
53857,tt0077766,5.8,79766
221078,tt0398712,6.3,79765
108704,tt0156887,8.0,79763
680897,tt1492966,8.5,79711
494012,tt1093908,5.8,79687
784747,tt1869454,8.0,79673
90107,tt0120828,5.9,79634
252517,tt0477071,5.9,79585
753220,tt1726669,6.7,79577
878618,tt2377322,6.2,79549
585016,tt1280558,8.1,79545
35769,tt0056923,7.9,79541
991224,tt4003440,6.8,79516
1025477,tt4575576,7.2,79505
730666,tt1634106,5.7,79491
595028,tt13024674,6.4,79428
611830,tt1336608,5.9,79392
259541,tt0494238,6.1,79373
191152,tt0328832,7.3,79340
193432,tt0335119,6.9,79302
778665,tt1840417,7.0,79216
74551,tt0101862,6.5,79127
65581,tt0091419,7.1,79126
1145549,tt6663582,6.0,79104
614193,tt1341167,7.3,79083
558426,tt1220198,5.9,79060
220126,tt0396752,6.6,78988
678697,tt1486834,6.8,78970
34087,tt0055031,8.3,78879
62779,tt0088161,6.3,78779
609265,tt13314558,6.1,78734
88244,tt0118607,7.3,78723
951438,tt3387520,6.2,78627
1208492,tt8075192,7.9,78626
44664,tt0067185,7.9,78613
1260085,tt9411972,7.1,78598
1011288,tt4332232,6.4,78579
526368,tt11555492,8.3,78577
130603,tt0200276,8.9,78552
85908,tt0115734,6.9,78543
660857,tt14452776,8.4,78474
525105,tt1152398,5.5,78344
494993,tt1095217,6.6,78339
1021778,tt4513674,6.6,78302
509473,tt1121096,5.5,78297
737125,tt1655460,5.6,78270
564949,tt1234719,5.3,78242
113620,tt0166813,7.2,78229
983233,tt3850590,6.2,78216
37704,tt0059113,7.9,78214
78802,tt0106965,6.0,78204
199774,tt0351977,6.2,78196
961642,tt3530002,6.4,78174
111409,tt0162650,6.0,78098
255467,tt0483607,5.9,78083
89829,tt0120461,5.5,78079
230416,tt0421206,7.1,78047
716699,tt1582507,5.5,78017
40015,tt0061811,7.9,77950
1053678,tt5093026,7.2,77940
1219303,tt8350360,5.9,77894
66158,tt0092086,6.5,77822
216775,tt0389557,7.7,77768
90010,tt0120694,5.8,77755
70188,tt0096734,6.8,77735
983867,tt3861390,6.3,77707
497626,tt11003218,6.9,77658
1259468,tt9389998,7.6,77551
475720,tt10579952,7.3,77549
115891,tt0171363,5.0,77519
35134,tt0056217,8.1,77494
211424,tt0378109,5.9,77492
1263465,tt9531772,6.1,77479
647146,tt14138650,6.6,77443
74197,tt0101452,6.3,77401
824546,tt2094262,7.9,77385
89963,tt0120631,7.1,77383
1161583,tt7014006,7.4,77376
974383,tt3717252,5.7,77376
604402,tt1321511,5.8,77373
634792,tt13857684,9.9,77365
89415,tt0119978,7.2,77340
801705,tt1972571,6.8,77340
673571,tt1473832,6.5,77333
659717,tt1442462,8.4,77324
584197,tt12789558,7.3,77284
974082,tt3713166,5.6,77270
71460,tt0098206,6.6,77237
925446,tt2990140,7.0,77202
75480,tt0102975,7.2,77187
415206,tt0884732,6.6,77076
1211571,tt8155288,6.2,77026
259340,tt0493430,7.0,77013
88731,tt0119167,7.5,77013
226110,tt0411061,5.9,76971
880827,tt2387433,6.3,76970
1115533,tt6111574,5.7,76968
1048138,tt4998632,6.1,76944
183733,tt0312172,8.0,76929
853663,tt2226597,6.4,76923
1023451,tt4540710,7.5,76900
1008695,tt4288182,8.6,76874
438591,tt0975645,6.8,76874
477697,tt10618286,6.8,76845
907992,tt2709692,6.4,76817
435924,tt0963794,5.9,76812
240585,tt0446059,7.6,76760
136118,tt0211933,6.5,76712
1090765,tt5712554,8.7,76683
132869,tt0205000,5.7,76640
756532,tt1740707,6.9,76618
656092,tt1433811,7.5,76580
214705,tt0385307,5.1,76577
56442,tt0080749,6.8,76567
970485,tt3661210,7.1,76567
35135,tt0056218,7.9,76540
74601,tt0101921,7.7,76525
1061774,tt5220122,6.3,76505
86320,tt0116225,5.7,76504
247156,tt0462465,6.2,76474
39476,tt0061184,8.0,76453
1087689,tt5657846,6.0,76433
734561,tt1645089,8.2,76421
259079,tt0492956,6.2,76413
1049035,tt5016504,7.9,76411
185174,tt0314979,8.5,76344
747493,tt1702443,1.6,76321
90119,tt0120844,6.4,76318
373733,tt0758790,8.1,76255
680218,tt1491044,6.8,76172
79593,tt0107943,7.8,76134
1157352,tt6921996,6.2,76105
926674,tt3007512,7.0,76095
679367,tt1488589,7.7,76040
254442,tt0481141,6.3,76029
145673,tt0233469,5.5,75956
88451,tt0118849,8.2,75944
215044,tt0386032,8.0,75872
1084674,tt5607976,7.8,75871
496589,tt1098327,2.5,75858
88980,tt0119468,6.6,75844
252506,tt0477051,4.1,75729
207454,tt0368909,7.1,75725
669329,tt14641788,6.7,75710
1159870,tt6977338,6.7,75704
390797,tt0810788,8.0,75617
71220,tt0097937,7.9,75611
58492,tt0083131,6.8,75596
207686,tt0369436,5.7,75575
749814,tt1711425,5.8,75570
1022971,tt4532826,5.3,75400
90050,tt0120749,6.1,75380
95292,tt0130018,4.7,75360
605209,tt1323045,6.2,75323
51500,tt0075029,7.8,75285
41827,tt0063929,8.8,75265
65630,tt0091474,7.2,75234
621284,tt1355631,7.0,75195
89372,tt0119925,6.1,75159
88632,tt0119051,6.9,75155
82540,tt0111507,7.6,75102
1049993,tt5033998,4.9,75079
1019395,tt4474344,7.3,75074
486761,tt10795658,7.7,75068
874859,tt2359024,7.1,75058
39816,tt0061578,7.7,75058
215899,tt0387877,5.6,75029
777955,tt1837576,7.7,74954
538548,tt1178663,7.1,74937
223153,tt0403702,6.5,74928
83787,tt0113071,6.0,74909
390969,tt0811080,6.0,74878
28651,tt0048728,7.4,74838
620124,tt1352824,6.3,74824
443402,tt0995039,6.7,74803
1002840,tt4189022,8.4,74773
65115,tt0090859,5.8,74755
239567,tt0443489,6.6,74746
524000,tt1149362,7.8,74690
721566,tt1600194,7.4,74675
7177,tt0021884,7.8,74647
488232,tt1082868,5.9,74611
569422,tt1245112,6.5,74609
185839,tt0316396,6.8,74609
220776,tt0398017,6.6,74580
185819,tt0316356,7.4,74546
226546,tt0412253,8.4,74513
384033,tt0790628,5.9,74498
32978,tt0053779,8.0,74482
401734,tt0841046,6.8,74466
96961,tt0133952,6.4,74447
437448,tt0970452,6.1,74443
196863,tt0344510,7.6,74430
888432,tt2452386,7.3,74414
228149,tt0416315,6.2,74388
46930,tt0069762,7.7,74311
122110,tt0183523,5.6,74305
1146227,tt6679794,6.9,74291
229936,tt0420294,5.8,74267
191393,tt0329575,7.3,74250
150112,tt0243736,5.6,74224
43653,tt0066026,7.4,74169
759687,tt1753383,7.2,74113
928915,tt3045616,5.5,74094
86168,tt0116040,5.9,74043
845727,tt2189461,8.0,74034
1136785,tt6473300,8.5,73997
1125066,tt6265828,6.8,73980
1028606,tt4635276,8.2,73961
921899,tt2937898,7.0,73894
718020,tt1586265,5.7,73877
437658,tt0971209,6.5,73872
62474,tt0087803,7.1,73808
84969,tt0114558,7.2,73792
54798,tt0078841,8.0,73779
801799,tt1972779,6.6,73755
1107550,tt5988370,1.0,73725
459354,tt10280276,4.2,73720
788902,tt1893256,6.2,73709
68713,tt0095031,7.4,73653
194607,tt0338095,6.7,73628
948400,tt3339966,7.6,73622
408495,tt0861689,6.5,73619
1008397,tt4283028,9.7,73595
749964,tt1712261,6.3,73558
252989,tt0478134,7.2,73533
959597,tt3502248,8.5,73495
752722,tt1723816,7.4,73488
99873,tt0139809,7.0,73479
1260778,tt9432978,9.0,73357
963159,tt3554046,4.5,73317
209960,tt0374536,4.8,73304
79004,tt0107211,6.0,73281
90040,tt0120738,5.2,73250
1175679,tt7322224,7.5,73250
518143,tt1137450,6.3,73250
73206,tt0100263,7.3,73242
222365,tt0401711,7.2,73187
385739,tt0795461,3.5,73181
542219,tt1186367,6.3,73179
464101,tt10370710,7.8,73170
859523,tt2262227,7.2,73144
236617,tt0436058,5.0,73139
409827,tt0866439,5.8,73132
174201,tt0292490,8.1,73075
84108,tt0113481,5.6,73067
63652,tt0089175,7.0,73014
76153,tt0103786,5.7,72971
1236503,tt8806524,7.3,72935
883484,tt2401878,7.2,72817
567750,tt12411074,8.0,72793
388525,tt0804461,6.7,72734
44520,tt0067023,7.6,72641
615045,tt1343097,7.3,72615
159978,tt0264472,6.5,72607
65370,tt0091167,7.8,72598
71745,tt0098536,6.2,72549
549048,tt12004706,8.9,72543
630090,tt1374992,6.3,72513
245120,tt0457400,5.3,72509
99582,tt0139239,7.2,72498
227163,tt0414055,6.8,72464
408815,tt0862846,6.8,72418
67113,tt0093191,8.0,72370
82379,tt0111301,4.0,72351
83046,tt0112159,8.5,72346
85446,tt0115167,7.2,72342
816357,tt2051879,6.4,72334
69502,tt0095963,6.1,72310
240538,tt0445990,7.0,72275
451984,tt1014763,6.4,72256
409377,tt0864835,6.8,72239
56173,tt0080453,5.8,72178
29572,tt0049833,7.9,72100
119450,tt0178868,7.2,72087
230503,tt0421357,8.5,72049
60430,tt0085407,7.2,71997
18722,tt0036613,7.9,71995
180646,tt0305711,5.4,71994
64087,tt0089686,5.4,71934
68087,tt0094332,6.5,71929
651974,tt1424432,8.5,71909
89714,tt0120324,7.5,71907
723466,tt1608290,4.7,71835
84055,tt0113409,7.1,71781
546838,tt11957006,9.2,71769
761801,tt1763303,6.8,71768
111208,tt0162065,7.9,71677
68631,tt0094947,7.6,71595
95802,tt0131325,6.5,71581
981962,tt3829920,7.6,71562
208308,tt0370986,7.6,71545
835918,tt2140619,6.3,71540
72182,tt0099052,6.5,71539
63219,tt0088680,7.6,71536
112092,tt0163988,6.8,71525
191465,tt0329774,4.4,71511
61279,tt0086393,5.0,71503
1136467,tt6467266,7.4,71413
113100,tt0165929,6.1,71392
626334,tt1366344,5.6,71378
462762,tt1034389,6.2,71378
389722,tt0808146,5.1,71376
103494,tt0147612,7.7,71356
227468,tt0414852,7.1,71319
71115,tt0097815,7.2,71308
1151680,tt6802400,5.3,71302
133407,tt0206314,6.6,71284
195558,tt0340377,7.6,71279
441399,tt0986233,7.5,71253
83622,tt0112870,8.0,71245
1091230,tt5719748,6.2,71159
75698,tt0103241,7.0,71120
813908,tt2039393,6.0,71090
1061407,tt5215952,7.4,71035
888423,tt2452244,5.9,71031
1219703,tt8359848,6.9,71016
207351,tt0368709,6.3,71016
83925,tt0113243,6.2,70927
695594,tt1527788,7.7,70912
579799,tt1268799,6.2,70863
877430,tt2372222,6.1,70859
205318,tt0364517,7.5,70824
40823,tt0062765,7.4,70795
198101,tt0347304,7.9,70772
57883,tt0082418,6.1,70756
183094,tt0310775,7.5,70737
755020,tt1733785,8.6,70734
139752,tt0219699,6.7,70723
82066,tt0110932,7.5,70704
542533,tt1186830,7.1,70689
791804,tt1912398,7.1,70677
603807,tt1320261,4.9,70674
83060,tt0112178,7.8,70674
232663,tt0426592,4.6,70653
63496,tt0088993,7.1,70648
86325,tt0116231,8.1,70601
151003,tt0245562,6.1,70501
211178,tt0377471,5.6,70463
15614,tt0032904,7.9,70454
82113,tt0110989,5.4,70450
1268154,tt9686708,7.1,70412
93065,tt0125659,7.7,70385
186242,tt0317303,5.6,70349
201904,tt0356680,6.3,70334
1195613,tt7775622,8.1,70332
561322,tt1226753,6.8,70331
447452,tt10059518,6.0,70325
1233934,tt8740976,6.8,70240
1136768,tt6472976,7.2,70216
190755,tt0327679,6.3,70208
1246624,tt9059760,8.4,70191
443219,tt0994314,8.7,70171
87670,tt0117887,6.9,70135
1189226,tt7638348,6.8,70120
81477,tt0110216,4.7,70100
90003,tt0120686,6.8,70097
1222150,tt8421350,7.1,70069
1273456,tt9866072,6.1,70057
573138,tt12536294,6.6,70034
244291,tt0455538,6.4,69991
719542,tt1591479,6.4,69938
217530,tt0391304,6.6,69878
89547,tt0120131,6.4,69873
1082849,tt5580540,7.8,69839
1078770,tt5516154,8.3,69798
861166,tt2273657,6.3,69798
201059,tt0354899,7.2,69788
89479,tt0120053,6.2,69781
185634,tt0315983,7.5,69746
102689,tt0145531,6.2,69656
567824,tt12412888,6.5,69621
84869,tt0114436,5.0,69586
86691,tt0116683,6.7,69568
84481,tt0113957,5.9,69553
959533,tt3501584,7.8,69509
1035058,tt4742876,9.1,69501
832340,tt2125608,8.2,69496
83464,tt0112682,7.5,69478
827091,tt2106361,5.8,69388
256623,tt0486551,6.2,69377
89582,tt0120177,5.2,69344
60939,tt0086006,6.1,69327
1043942,tt4916630,7.6,69320
1047973,tt4995790,7.1,69218
171698,tt0287717,5.2,69197
874361,tt2356180,8.2,69124
996956,tt4093826,8.5,69118
1231942,tt8688634,6.6,69070
139868,tt0219965,6.5,68973
1087691,tt5657856,7.1,68943
242346,tt0450345,3.7,68898
895879,tt2545118,8.1,68775
193017,tt0333780,4.7,68766
960448,tt3513498,6.6,68759
917635,tt2870756,6.5,68742
62886,tt0088286,7.2,68726
508676,tt11198334,8.7,68715
883574,tt2402157,6.2,68712
953388,tt3416828,5.6,68711
825727,tt2101341,6.4,68662
232139,tt0425413,6.5,68639
568188,tt1242422,7.6,68534
80836,tt0109446,6.7,68532
1016076,tt4422836,7.6,68520
717077,tt1583420,6.1,68480
89559,tt0120148,6.7,68374
816458,tt2053425,7.4,68370
